Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Gente a cargo?,¿Cuánta?,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Enero 2017,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2017?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,10+,No,0,Developer,,"HTML, Java, Javascript, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,44000,Bruto,1,1,No,No recibo bono,No,0,201-500,No,No cambié de empresa,"Comidas pagas/subvencionadas, Descuentos en gimnasios, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,6,2,Sí,2,QA / Tester,,,"Javascript, jQuery, NodeJS",Funcional,OpenQA,,,,,Full-Time,10,Neto,1,1,No,No recibo bono,Uno,5,51-100,No,Salario,"Capacitaciones y/o cursos, Clases de idiomas"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers, VMWare",Javascript,,,,,"Sí, pasiva",0,Bruto,Full-Time,46000,Bruto,3,3,No,No recibo bono,Uno,5,501-1000,Sí,Trabajaba con chinos,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3,Menos de un año,No,0,Analista funcional,,,,,,,,,,Full-Time,27000,Bruto,3,2,No,No recibo bono,No,0,501-1000,Sí,Salario,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,2,No,0,Networking,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,21470,Neto,1,2,Menos de un sueldo,Mix de las anteriores,Uno,9,1-10,No,No cambié de empresa,"Snacks, golosinas, bebidas"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2,Sí,8,Developer,,"HTML, Java, Javascript, jQuery",,,,,"Sí, pasiva",0,Bruto,Full-Time,86000,Bruto,3,3,Un sueldo,Mix de las anteriores,Uno,30,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3,1,No,0,Developer,,"Java, Python",,,,,No,0,Bruto,Full-Time,38000,Bruto,3,3,No,No recibo bono,Uno,17,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,41 - 45,Ciudad Autónoma de Buenos Aires,10+,3,Sí,2,Lider consultoria SAP,,,,,,,,,,Full-Time,30000,Neto,1,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,1,1,Sí,2,Developer,,"HTML, Javascript, jQuery, PHP",,,,,No,0,Neto,Full-Time,20000,Neto,3,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,10+,No,0,PM,,,,,,,,,,Full-Time,40000,Neto,3,2,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,4,No,0,Developer,,"HTML, Java, Javascript, jQuery, Scala",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,53000,Bruto,4,4,De uno a tres sueldos,Mix de las anteriores,No,0,1001+,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,9,No,0,Developer,,.NET,,,,,"Sí, pasiva",12,Neto,Full-Time,29500,Neto,3,2,De uno a tres sueldos,Performance de la compañía,Uno,40,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Laptop"
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,No,0,Developer,,".NET, C#",,,,,No,0,Porcentaje de mi sueldo,Full-Time,17960,Bruto,2,4,Menos de un sueldo,Performance de la compañía,Uno,25,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,3,Sí,26,PM,,,,,,,,,,Full-Time,46000,Bruto,3,3,Un sueldo,Mix de las anteriores,Dos,30,101-200,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,7,4,Sí,2,PM,,,,,,,,,,Full-Time,37500,Neto,4,4,De uno a tres sueldos,Mix de las anteriores,Uno,25,11-50,No,No cambié de empresa,"Aumento por inflación, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,1,No,0,Developer,,".NET, C#, HTML, Javascript",,,,,No,0,Bruto,Full-Time,42000,Bruto,2,2,No,No recibo bono,No,0,1001+,No,No cambié de empresa,"Capacitaciones y/o cursos, Cuota para universidad, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa), Descuento en combustibles"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Sí,5,Director de 2 carreras de Informática,,,,,,,,,,Part-Time,25000,Bruto,3,2,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,2,No,0,QA / Tester,,,"C#, Java",Mix,Selenium,,,,,Full-Time,16000,Neto,1,1,No,No recibo bono,No,0,101-200,No,No cambié de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8,Menos de un año,No,0,PM,,,,,,,,,,Full-Time,30000,Neto,1,2,No,No recibo bono,No,0,201-500,Sí,Salario,"Comidas pagas/subvencionadas, Laptop, Viajes al exterior"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,Menos de un año,No,0,SysAdmin / DevOps,"*BSD, Linux, Windows, Docker / Containers",Python,,,,,No,0,Porcentaje de mi sueldo,Full-Time,17000,Neto,2,2,No,No recibo bono,No,0,1-10,Sí,Desafíos profesionales,Horarios flexibles
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,Developer,,ABAP,,,,,No,0,Porcentaje de mi sueldo,Freelance,55000,Bruto,2,2,No,No recibo bono,No,0,51-100,Sí,Salario,Horarios flexibles
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Sí,40,Architect,,,,,,,,,,Full-Time,65000,Bruto,4,3,Un sueldo,Performance individual,No,0,1001+,Sí,Salario,"Abono de celular y/o Internet, Bonos por desempeño, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,2,Menos de un año,No,0,QA / Tester,,,"HTML, PHP, Python",Mix,Selenium,,,,,Full-Time,16000,Bruto,4,4,No,No recibo bono,Uno,15,101-200,Sí,Mayor comodidad,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,7,1,No,0,Developer,,"HTML, Javascript, jQuery, PHP",,,,,No,0,Bruto,Full-Time,37000,Bruto,3,2,No,No recibo bono,Uno,6,101-200,Sí,Desafíos profesionales,"Horarios flexibles, Laptop, Snacks, golosinas, bebidas"
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,10+,9,No,0,Developer,,Java,,,,,No,0,Porcentaje de mi sueldo,Full-Time,40000,Bruto,3,2,Un sueldo,Mix de las anteriores,No,0,11-50,Sí,Desafíos profesionales,"Aumento por inflación, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,4,Menos de un año,No,0,Developer,,Java,,,,,No,0,Porcentaje de mi sueldo,Full-Time,34000,Bruto,3,2,Un sueldo,Performance de la compañía,No,0,1001+,Sí,Salario,"Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,3,Sí,3,Architect,,,,,,,,,,Full-Time,44000,Bruto,2,2,De uno a tres sueldos,Mix de las anteriores,Uno,10,201-500,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,4,Menos de un año,No,0,Recruiter,,,,,,,,,,Full-Time,27000,Neto,3,4,Un sueldo,Performance grupal,Uno,15,51-100,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,9,6,No,0,Developer,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP, Ruby",,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),20000,Bruto,1,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3,Menos de un año,No,0,Developer,,"Java, Python, Scala",,,,,No,0,Bruto,Full-Time,50000,Bruto,3,2,De uno a tres sueldos,Performance de la compañía,No,0,501-1000,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,46 - 49,Ciudad Autónoma de Buenos Aires,10+,6,No,0,DBA,,,,,,"Cassandra, MSSQL, MySQL/MariaDB, Oracle","Sí, activa",65000,Bruto,Full-Time,65000,Bruto,3,2,Un sueldo,dibujo,Uno,15,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3,2,Sí,2,Architect,,,,,,,,,,Full-Time,20000,Neto,3,3,No,No recibo bono,Uno,13,1-10,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Cuota para universidad, Laptop, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Sí,4,Developer,,Java,,,,,No,0,Neto,Full-Time,70000,Bruto,3,2,Un sueldo,Performance individual,No,0,501-1000,Sí,Desafíos profesionales,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,1,No,0,Developer,,".NET, C#, CSS, HTML, Javascript",,,,,No,0,Bruto,Remoto (empresa de otro país),77000,Neto,3,4,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,4,7,No,0,Architect,,,,,,,,,,Full-Time,50000,Bruto,3,2,Un sueldo,No esta definido,Uno,12,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,7,2,Sí,5,PM,,,,,,,,,,Full-Time,38000,Neto,2,2,Un sueldo,Performance grupal,No,30,1001+,No,Desafíos profesionales,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Guardería, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,1,1,No,0,QA / Tester,,,".NET, HTML, VB *",Funcional,Qtest,,,,,Full-Time,16000,Bruto,2,2,No,No recibo bono,No,0,11-50,Sí,Salario,"Aumento por inflación, Capacitaciones y/o cursos"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Sí,5,PM,,,,,,,,,,Full-Time,70000,Bruto,4,4,De uno a tres sueldos,Performance individual,Uno,10,201-500,Sí,Desafíos profesionales,"Bonos por desempeño, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa), Estacionamiento"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,5,No,0,consultor,,,,,,,,,,Full-Time,47000,Bruto,2,2,Un sueldo,Mix de las anteriores,No,0,1001+,No,Salario,Ninguna de las anteriores
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,6,No,0,Developer,,Oracle,,,,,"Sí, activa",15,Porcentaje de mi sueldo,Full-Time,52000,Bruto,2,1,De uno a tres sueldos,Performance de la compañía,Dos,19,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,9,Menos de un año,Sí,5,Architect,,,,,,,,,,Full-Time,37640,Bruto,1,2,No,No recibo bono,Uno,17,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,Menos de un año,No,0,Developer,,"HTML, Python",,,,,"Sí, pasiva",0,Bruto,Full-Time,61200,Bruto,4,4,No,No recibo bono,No,0,501-1000,Sí,Salario,"Aumento por inflación, Clases de idiomas, Horarios flexibles, Masajes, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8,3,No,0,Analista de Seguridad,,,,,,,,,,Full-Time,19000,Neto,1,1,No,No recibo bono,Uno,10,201-500,No,No cambié de empresa,Descuentos en gimnasios
Hombre,46 - 49,Ciudad Autónoma de Buenos Aires,10+,9,No,0,Developer,,"ABAP, PHP, Python",,,,,No,0,Bruto,Full-Time,21000,Bruto,3,3,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Laptop
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,1,No,0,Developer,,PL,,,,,No,0,Porcentaje de mi sueldo,Full-Time,40000,Bruto,3,3,No,No recibo bono,Uno,10,11-50,Sí,Salario,"Aumento por inflación, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8,3,No,0,Developer,,VB *,,,,,No,0,Bruto,Full-Time,32500,Bruto,2,2,No,No recibo bono,Uno,16,51-100,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,2,No,0,Developer,,"HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,33100,Bruto,1,2,No,No recibo bono,No,0,1001+,No,No cambié de empresa,"Capacitaciones y/o cursos, Snacks, golosinas, bebidas, Sueldo divido en dos pagos por mes"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,No,0,Developer,,Java,,,,,No,0,Porcentaje de mi sueldo,Full-Time,44500,Bruto,3,2,Un sueldo,Performance individual,No,0,101-200,No,Salario,"WFH (Trabajar desde casa), Remoto"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,10+,No,0,SysAdmin / DevOps,"AIX, HP-UX, Linux, Solaris, Windows, VMWare",peoplecode ,,,,,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,30000,Neto,1,1,No,No recibo bono,Uno,10,501-1000,No,No cambié de empresa,"Descuentos en gimnasios, WFH (Trabajar desde casa)"
Hombre,46 - 49,Ciudad Autónoma de Buenos Aires,10+,10+,No,0,Analista Funcional,,,,,,,,,,Full-Time,40000,Neto,2,2,Menos de un sueldo,Performance individual,No,0,501-1000,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3,2,No,0,Architect,,,,,,,,,,Full-Time,28750,Neto,3,4,No,No recibo bono,Uno,15,101-200,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Sí,1,Developer,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP, Python",,,,,"Sí, activa",0,Porcentaje de mi sueldo,Freelance,25000,Bruto,2,2,No,Mix de las anteriores,No,0,1-10,Sí,Mayor comodidad,Horarios flexibles
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,8,3,No,0,Developer,,"CSS, HTML, Javascript, Python",,,,,No,0,Porcentaje de mi sueldo,Part-Time,20000,Neto,2,3,No,No recibo bono,Uno,30,11-50,No,No cambié de empresa,"Aumento por inflación, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,4,Menos de un año,No,0,Developer,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,25000,Bruto,2,1,No,No recibo bono,No,0,101-200,Sí,Desafíos profesionales,"Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,3,Menos de un año,No,0,HelpDesk,,,,,,,No,30500,Bruto,Full-Time,30500,Bruto,3,3,Un sueldo,No recibo bono,Uno,20,1001+,Sí,Salario,"Aumento por inflación, Bonos por desempeño, Comidas pagas/subvencionadas, Cuota para universidad, Descuentos en gimnasios, Snacks, golosinas, bebidas"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,1,No,0,Architect,,,,,,,,,,Full-Time,250000,Bruto,4,3,No,No recibo bono,No,0,101-200,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5,Menos de un año,No,0,Developer,,"CSS, HTML, Javascript, jQuery, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,30000,Bruto,2,1,No,No recibo bono,No,0,1001+,No,No cambie aun pero estoy buscando cambio,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,7,No,0,DBA,,,,,,Oracle,"Sí, pasiva",6300,Porcentaje de mi sueldo,Full-Time,52500,Bruto,4,3,Un sueldo,Performance individual,Uno,10,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,4,3,No,0,PM,,,,,,,,,,Tercerizado (trabajo a través de consultora o agencia),16000,Neto,2,1,No,No recibo bono,Uno,15,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,4,No,0,Microinformatics assistant technician,,,,,,,,,,Full-Time,25000,Neto,2,2,No,No recibo bono,No,0,101-200,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,9,Menos de un año,No,0,Developer,,"Objective-C, Swift",,,,,No,0,Neto,Full-Time,100000,Bruto,3,3,Un sueldo,Mix de las anteriores,No,0,1001+,Sí,Mayor comodidad,"Aumento por inflación, Bonos por desempeño, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2,No,0,PM,,,,,,,,,,Full-Time,27200,Neto,2,1,No,No recibo bono,Uno,12,1001+,No,No cambié de empresa,"Snacks, golosinas, bebidas"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3,2,No,0,Support Specialist,,,,,,,,,,Full-Time,25900,Bruto,3,3,Un sueldo,Mix de las anteriores,Uno,11,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,5,No,0,Software Engineer,,,,,,,,,,Full-Time,44000,Bruto,2,2,No,No recibo bono,Uno,18,1001+,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Laptop, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,2,No,0,Developer,,"C, C++, CSS, HTML, Javascript, jQuery, NodeJS, Python",,,,,No,0,Bruto,Full-Time,32246,Bruto,2,2,Un sueldo,Mix de las anteriores,Uno,17,1001+,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3,2,No,0,Developer,,Python,,,,,No,0,Bruto,Full-Time,25600,Neto,2,2,No,No recibo bono,Dos,27,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles"
