Soy,Tengo,Argentina,Años de experiencia,Años en el puesto actual,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),Bruto o neto?,Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Enero 2016,Recibís algún tipo de bono,A qué está atado el bono,Tuviste ajustes por inflación este año?,De qué % fue el ajuste?,Cantidad de empleados,Cambiaste de empresa en los últimos 6 meses?,Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Consultor,,,,,,,,,Full-Time,30000,Bruto,3,4,Un sueldo,Mix de las anteriores,No,0,1-10,Sí,Salario,Abono de celular y/o Internet;Aumento por inflación;Capacitaciones y/o cursos;Descuentos en gimnasios;Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,21 - 23,Córdoba,3 - 5,2 - 3,FrontEnd Developer,,,,,,,,,Full-Time,18769,Neto,4,4,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Aumento por inflación;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Provincia de Buenos Aires,8 - 10,5 - 6,PM,,,,,,,,,Full-Time,42000,Bruto,4,3,Un sueldo,Mix de las anteriores,No,28,201-500,No,Mayor comodidad,"Abono de celular y/o Internet;Bonos por desempeño;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Descuentos en gimnasios;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,1 - 2,Developer,,HTML;Javascript;NodeJS;PHP,,,,No,0,Porcentaje de mi sueldo,Full-Time,24000,Bruto,4,5,Un sueldo,Performance individual,Uno,30,1001+,No,No cambié de empresa,"Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Cuota para universidad;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Stock options;Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,Designer,,,,,,,,,Full-Time,14000,Neto,4,3,No,No recibo bono,Uno,7.6,201-500,No,No cambié de empresa,"Aumento por inflación;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,5 - 7,4 - 5,SysAdmin / DevOps,Linux;Windows;VMWare,,,,,No,0,Neto,Full-Time,18000,Neto,4,3,No,No recibo bono,Uno,20,201-500,No,No cambié de empresa,Aumento por inflación
Hombre,27 - 30,Córdoba,Menos de un año,Menos de un año,HelpDesk,,,,,,"Sí, pasiva",200,Neto,Full-Time,9500,Neto,2,1,No,No recibo bono,Uno,30,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,GBA,3 - 5,Menos de un año,HelpDesk,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,12600,Neto,3,3,No,No recibo bono,Dos,20,101-200,No,No cambié de empresa,Horarios flexibles;Laptop
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,Menos de un año,5 - 6,Developer,,.NET;Java,,,,No,0,Porcentaje de mi sueldo,Full-Time,35000,Bruto,3,3,No,No recibo bono,Uno,30,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 3,Networking,,,,,,No,0,Neto,Full-Time,16500,Neto,3,2,No,Performance de la compañía,No,0,1001+,No,No cambié de empresa,Descuento telefonia por ser empleado
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,QA / Tester,,,Funcional,Selenium,,,,,Full-Time,14000,Neto,2,2,No,No recibo bono,Uno,14,1001+,Sí,Desafíos profesionales,Aumento por inflación;Horarios flexibles
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,Menos de un año,QA / Tester,,,Funcional,QA LEAD,,,,,Full-Time,20750,Neto,2,2,No,No recibo bono,No,0,51-100,Sí,Mayor comodidad,"Laptop;Snacks, golosinas, bebidas, etc"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 3,HelpDesk,,,,,,No,0,Bruto,Part-Time,11000,Neto,2,2,No,No recibo bono,Uno,30,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Developer Y SysAdmin/DevOps,,,,,,,,,Full-Time,22000,Neto,4,3,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Laptop"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,10+,Networking,,,,,,"Sí, pasiva",0,Neto,Full-Time,60000,Neto,4,3,No,No recibo bono,Uno,5,11-50,No,No cambié de empresa,"Abono de celular y/o Internet;Capacitaciones y/o cursos;Snacks, golosinas, bebidas, etc;Sueldo divido en dos pagos por mes"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,1 - 2,SysAdmin / DevOps,Linux,,,,,No,0,Porcentaje de mi sueldo,Part-Time,10800,Bruto,1,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Horarios flexibles;WFH (Trabajar desde casa)
Hombre,24 - 26,GBA,5 - 7,1 - 2,Developer,,.NET;C#;CSS;HTML;Java;Javascript;jQuery;NodeJS;Objective-C;Perl;PHP;VB *,,,,No,0,Neto,Full-Time,14500,Neto,3,3,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,4 - 5,SysAdmin / DevOps,Linux;Windows;Azure,,,,,No,0,Neto,Full-Time,16000,Neto,4,3,No,No recibo bono,Uno,12,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,41 - 45,Río Negro,10+,5 - 6,PM,,,,,,,,,Freelance,16000,Neto,2,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,6 - 7,Networking,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,25000,Neto,3,2,No,No recibo bono,Dos,10,501-1000,No,No cambié de empresa,Capacitaciones y/o cursos;Guardería;Horarios flexibles;Viáticos
Hombre,27 - 30,Santa Fe,1 - 2,1 - 2,Developer,,Objective-C;PHP,,,,No,0,Porcentaje de mi sueldo,Full-Time,12500,Neto,4,3,No,No recibo bono,Uno,25,1-10,No,No cambié de empresa,Comidas pagas/subvencionadas;Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,34 - 36,Córdoba,10+,3 - 4,Developer,,CSS;HTML;Javascript;jQuery;NodeJS;PHP,,,,No,0,Neto,Full-Time,31000,Neto,4,4,No,No recibo bono,Uno,15,51-100,No,No cambié de empresa,"Aumento por inflación;Capacitaciones y/o cursos;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop;Playroom;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,27 - 30,GBA,3 - 5,3 - 4,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,12300,Neto,2,3,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,4 - 5,Developer,,CSS;HTML;Java;Javascript;jQuery,,,,No,0,Neto,Full-Time,22000,Neto,2,2,No,No recibo bono,Uno,45,101-200,No,No cambié de empresa,Aumento por inflación;Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,41 - 45,Ciudad Autónoma de Buenos Aires,10+,8 - 9,Director,,,,,,,,,Full-Time,52250,Bruto,3,3,De uno a tres sueldos,Performance individual,Dos,30,1001+,No,Desafíos profesionales,Abono de celular y/o Internet;Bonos por desempeño;Capacitaciones y/o cursos;Horarios flexibles
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,Menos de un año,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,18500,Bruto,3,4,No,No recibo bono,Uno,20,1001+,No,No cambié de empresa,Prepaga sin cargo extra
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,1 - 2,Networking,,,,,,No,0,Bruto,Full-Time,27000,Neto,4,2,No,No recibo bono,No,0,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Aumento por inflación;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,10+,3 - 4,Developer,,.NET;HTML;Javascript;jQuery,,,,No,0,Neto,Full-Time,25000,Neto,4,4,No,No recibo bono,Dos,40,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,QA / Tester,,,Mix,Selenium;protractor,,,,,Full-Time,25000,Bruto,2,3,No,No recibo bono,No,0,51-100,Sí,me echaron de la anterior,Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,24 - 26,Provincia de Buenos Aires,5 - 7,6 - 7,Infosec,,,,,,"Sí, pasiva",1067,Bruto,Full-Time,14000,Bruto,2,1,No,No recibo bono,Uno,21,1001+,No,No cambié de empresa,Horarios flexibles;Laptop;Playroom;Sueldo divido en dos pagos por mes;WFH (Trabajar desde casa)
Hombre,21 - 23,Santa Fe,1 - 2,1 - 2,Developer,,.NET;CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,Full-Time,10600,Bruto,2,1,No,No recibo bono,Uno,5,11-50,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,C;Javascript;TCL,,,,No,0,Neto,Full-Time,16000,Neto,4,3,No,No recibo bono,Uno,40,1-10,No,No cambié de empresa,Aumento por inflación;Laptop
Hombre,34 - 36,Provincia de Buenos Aires,8 - 10,5 - 6,Networking,,,,,,No,0,Bruto,Freelance,6000,Bruto,1,1,Menos de un sueldo,No recibo bono,No,0,1-10,No,Salario,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,SysAdmin / DevOps,AIX;HP-UX;Linux;Windows,,,,,No,0,Bruto,Full-Time,10000,Bruto,1,1,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Playroom
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,QA / Tester,,,Funcional,OpenQA;Test Complete;Rally,,,,,Full-Time,22000,Bruto,3,2,No,No recibo bono,Uno,15,11-50,No,No cambié de empresa,Aumento por inflación;Capacitaciones y/o cursos;Clases de idiomas;Laptop;WFH (Trabajar desde casa)
Hombre,31 - 33,Córdoba,8 - 10,3 - 4,SysAdmin / DevOps,Windows,,,,,"Sí, pasiva",1100,Bruto,Full-Time,12500,Bruto,2,1,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Capacitaciones y/o cursos;Laptop;WFH (Trabajar desde casa)
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,Java,,,,No,0,Porcentaje de mi sueldo,Part-Time,26700,Bruto,4,3,No,No recibo bono,Uno,15,51-100,No,Desafíos profesionales,Descuentos en gimnasios;Horarios flexibles
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,Developer,,.NET;C#;HTML,,,,No,0,Porcentaje de mi sueldo,Full-Time,25000,Neto,4,3,Un sueldo,Performance grupal,Dos,30,201-500,No,No cambié de empresa,Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 3,SysAdmin / DevOps,Windows;VMWare,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,20000,Neto,3,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Abono de celular y/o Internet;Capacitaciones y/o cursos;Laptop;Snacks, golosinas, bebidas, etc"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,Developer,,ABAP;CSS;HTML;Javascript,,,,No,0,Neto,Full-Time,24000,Neto,4,4,Menos de un sueldo,Performance individual,Uno,30,11-50,No,No cambié de empresa,Bonos por desempeño;Clases de idiomas;Horarios flexibles;Viajes al exterior;WFH (Trabajar desde casa)
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,HTML;Javascript;jQuery;Python,,,,No,0,Porcentaje de mi sueldo,Full-Time,18500,Neto,1,1,Un sueldo,siempre (aguinaldo extra),Uno,18,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,7 - 8,DBA,,,,,MSSQL;Oracle;Essbase,No,0,Bruto,Full-Time,21878,Bruto,3,1,No,No recibo bono,Uno,31,201-500,No,No cambié de empresa,Horarios flexibles;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,3 - 4,Analista Programador,,,,,,,,,Full-Time,20000,Neto,2,3,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Clases de idiomas;Descuentos en gimnasios
Hombre,31 - 33,Santa Fe,10+,1 - 2,DBA,,,,,MSSQL,No,0,Porcentaje de mi sueldo,Freelance,25000,Bruto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,4 - 5,Networking,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,24000,Bruto,2,2,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,Laptop;WFH (Trabajar desde casa)
Hombre,46 - 49,GBA,10+,7 - 8,DBA,,,,,MSSQL,"Sí, pasiva",5000,Bruto,Full-Time,40000,Bruto,5,5,Un sueldo,Mix de las anteriores,Uno,20,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Bonos por desempeño;Capacitaciones y/o cursos;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop;Stock options;Sueldo divido en dos pagos por mes;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Developer,,CSS;HTML;Java;Javascript;jQuery;NodeJS;PHP,,,,No,0,Bruto,Full-Time,15000,Bruto,2,2,No,No recibo bono,Uno,32,101-200,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,5 - 6,Developer,,HTML;jQuery;Ruby,,,,No,0,Porcentaje de mi sueldo,Full-Time,17000,Neto,3,2,Un sueldo,Mix de las anteriores,Uno,15,51-100,No,No cambié de empresa,Horarios flexibles
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,6 - 7,Infosec,,,,,,"Sí, pasiva",4700,Bruto,Full-Time,36000,Bruto,3,3,Un sueldo,Mix de las anteriores,Uno,30,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Capacitaciones y/o cursos;Guardería;Laptop;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5 - 7,4 - 5,Developer,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,Part-Time,12000,Neto,2,2,No,No recibo bono,Uno,19,11-50,No,No cambié de empresa,"Aumento por inflación;Clases de idiomas;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Snacks, golosinas, bebidas, etc"
Hombre,27 - 30,Entre Ríos,3 - 5,2 - 3,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,13500,Neto,3,3,No,No recibo bono,Uno,20,51-100,No,No cambié de empresa,"Snacks, golosinas, bebidas, etc"
Hombre,31 - 33,Santa Fe,8 - 10,8 - 9,SysAdmin / DevOps,Linux;Windows;VMWare,,,,,"Sí, pasiva",2000,Porcentaje de mi sueldo,Full-Time,26000,Neto,2,2,Menos de un sueldo,Mix de las anteriores,Uno,17,501-1000,No,No cambié de empresa,Capacitaciones y/o cursos;Clases de idiomas
Hombre,37 - 40,Córdoba,10+,2 - 3,SysAdmin / DevOps,Linux;AWS / Rackspace;Docker / Containers,,,,,No,0,Bruto,Full-Time,32000,Bruto,3,1,Menos de un sueldo,Mix de las anteriores,No,0,201-500,No,No cambié de empresa,Bonos por desempeño;Clases de idiomas
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,8 - 10,2 - 3,SysAdmin / DevOps,Linux,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,30000,Bruto,2,2,No,No recibo bono,Dos,28,101-200,No,No cambié de empresa,"Abono de celular y/o Internet;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Viajes al exterior;WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 3,Developer,,CSS;HTML;Javascript;jQuery;NodeJS;PHP;Python,,,,No,0,Porcentaje de mi sueldo,Full-Time,27000,Bruto,4,4,No,No recibo bono,Uno,13,101-200,Sí,Salario,"Aumento por inflación;Comidas pagas/subvencionadas;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Snacks, golosinas, bebidas, etc"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,HelpDesk,,,,,,"Sí, pasiva",500,Neto,Full-Time,10600,Neto,3,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Aumento por inflación;Capacitaciones y/o cursos;Sueldo divido en dos pagos por mes
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,5 - 6,Infosec,,,,,,"Sí, activa",0,Bruto,Full-Time,70000,Neto,3,2,3+ sueldos,Performance individual,Uno,15,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,24 - 26,Provincia de Buenos Aires,3 - 5,1 - 2,Developer,,Swift,,,,No,0,Porcentaje de mi sueldo,Full-Time,17000,Neto,3,2,No,No recibo bono,Uno,20,11-50,No,Desafíos profesionales,Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Infosec,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,15600,Neto,2,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,Menos de un año,Developer,,CSS;HTML;Java;Javascript,,,,No,0,Neto,Part-Time,12000,Bruto,4,4,Menos de un sueldo,Performance de la compañía,Uno,18,501-1000,No,No cambié de empresa,Aumento por inflación;Bonos por desempeño;Descuentos en gimnasios;Laptop;WFH (Trabajar desde casa)
Hombre,27 - 30,Provincia de Buenos Aires,3 - 5,2 - 3,Networking,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,12300,Neto,3,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Abono de celular y/o Internet;Laptop
Hombre,27 - 30,Provincia de Buenos Aires,5 - 7,1 - 2,SysAdmin / DevOps,*BSD;Windows,,,,,No,0,Neto,Full-Time,19000,Neto,4,4,No,No recibo bono,No,33,101-200,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,9 - 10,SysAdmin / DevOps,*BSD;Linux;Solaris;Windows;VMWare,,,,,No,0,Neto,Full-Time,20000,Neto,2,3,No,No recibo bono,Uno,7,1001+,No,No cambié de empresa,Comidas pagas/subvencionadas;Guardería;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,37 - 40,Jujuy,10+,4 - 5,SysAdmin / DevOps,Linux;Windows;Docker / Containers;VMWare;CISCO,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,15000,Neto,2,2,No,No recibo bono,Dos,1,101-200,No,No cambié de empresa,Abono de celular y/o Internet;Capacitaciones y/o cursos;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,24 - 26,GBA,5 - 7,Menos de un año,Developer,,Java,,,,No,0,Porcentaje de mi sueldo,Freelance,40000,Bruto,5,4,No,No recibo bono,No,0,101-200,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Córdoba,10+,4 - 5,Developer,,Java;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,Full-Time,20500,Neto,2,1,No,No recibo bono,Uno,25,1-10,No,No cambié de empresa,Horarios flexibles
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 3,QA / Tester,,,Mix,HP QTP,,,,,Full-Time,16000,Neto,2,1,Un sueldo,Mix de las anteriores,Uno,8,201-500,No,No cambié de empresa,Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios
Hombre,27 - 30,Provincia de Buenos Aires,5 - 7,6 - 7,Developer,,CSS;HTML;Java;Javascript;jQuery;Maven,,,,No,0,Bruto,Full-Time,14100,Neto,4,4,No,No recibo bono,Uno,15,11-50,No,No cambié de empresa,"Aumento por inflación;Capacitaciones y/o cursos;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,2 - 3,SysAdmin / DevOps,Windows;VMWare,,,,,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,17725,Neto,3,2,No,No recibo bono,Uno,20,201-500,No,No cambié de empresa,Abono de celular y/o Internet;Cuota para universidad;Laptop
Hombre,37 - 40,Santa Fe,8 - 10,3 - 4,SysAdmin / DevOps,Linux;Windows;VMWare,,,,,No,0,Porcentaje de mi sueldo,Full-Time,15000,Neto,2,1,No,No recibo bono,Uno,7,51-100,No,No cambié de empresa,Horarios flexibles
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,1 - 2,Architect,,,,,,,,,Full-Time,31000,Neto,4,3,Un sueldo,Mix de las anteriores,Uno,17,101-200,No,No cambié de empresa,"Abono de celular y/o Internet;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);Viáticos;WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,3 - 4,Developer,,ActionScript;CSS;HTML;Javascript,,,,No,0,Bruto,Full-Time,35000,Bruto,3,2,De uno a tres sueldos,Performance de la compañía,Uno,20,11-50,No,No cambié de empresa,"Aumento por inflación;Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5 - 7,3 - 4,DBA,,,,,MSSQL;MySQL/MariaDB,"Sí, pasiva",0,Bruto,Full-Time,32000,Bruto,4,3,No,No recibo bono,No,0,101-200,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,GBA,3 - 5,Menos de un año,Developer,,HTML;Java;Javascript;Scala,,,,No,0,Neto,Full-Time,19500,Neto,4,3,No,No recibo bono,Uno,7,11-50,Sí,Mayor comodidad,"Horarios flexibles;Playroom;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,GBA,10+,6 - 7,Team Leader Infraestructura,,,,,,,,,Full-Time,52000,Bruto,4,4,No,No recibo bono,Uno,20,101-200,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Descuentos en gimnasios;Horarios flexibles;Laptop
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,3 - 4,Developer,,C;C++,,,,No,0,Porcentaje de mi sueldo,Freelance,29000,Bruto,4,4,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,8 - 9,SysAdmin / DevOps,Linux;Windows,,,,,No,0,Porcentaje de mi sueldo,Full-Time,20000,Neto,4,3,No,No recibo bono,No,27,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,7 - 8,SysAdmin / DevOps,AIX;Linux;Windows;Docker / Containers;OpenStack;VMWare,,,,,No,0,Bruto,Full-Time,48000,Bruto,4,4,No,Mix de las anteriores,Dos,21,1001+,No,No cambié de empresa,Capacitaciones y/o cursos;Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior
